-,60,_
3566,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:852,force_strike:117,skill_1:1873,skill_2:0,skill_3:0,team_buff:723
3162,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:731,force_strike:100,skill_1:1607,skill_2:0,skill_3:0,team_buff:723
-,60,krdb
3922,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:937,force_strike:128,skill_1:2060,skill_2:0,skill_3:0,team_buff:795
3478,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:804,force_strike:110,skill_1:1767,skill_2:0,skill_3:0,team_buff:795
-,120,_
2994,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:816,force_strike:93,skill_1:1487,skill_2:0,skill_3:0,team_buff:597
2647,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:698,force_strike:79,skill_1:1271,skill_2:0,skill_3:0,team_buff:597
-,120,k
3294,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:898,force_strike:102,skill_1:1635,skill_2:0,skill_3:0,team_buff:656
2911,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:768,force_strike:87,skill_1:1398,skill_2:0,skill_3:0,team_buff:656
-,120,r
3265,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:816,force_strike:93,skill_1:1710,skill_2:0,skill_3:0,team_buff:645
2885,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:698,force_strike:79,skill_1:1462,skill_2:0,skill_3:0,team_buff:645
-,120,kr
3592,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:898,force_strike:102,skill_1:1881,skill_2:0,skill_3:0,team_buff:709
3174,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:768,force_strike:87,skill_1:1608,skill_2:0,skill_3:0,team_buff:709
-,120,d
3193,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:870,force_strike:99,skill_1:1584,skill_2:0,skill_3:0,team_buff:639
2830,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:746,force_strike:85,skill_1:1359,skill_2:0,skill_3:0,team_buff:639
-,120,kd
3512,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:957,force_strike:109,skill_1:1742,skill_2:0,skill_3:0,team_buff:702
3113,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:821,force_strike:94,skill_1:1495,skill_2:0,skill_3:0,team_buff:702
-,120,b
3145,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:833,force_strike:110,skill_1:1443,skill_2:0,skill_3:0,team_buff:759
2800,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:712,force_strike:94,skill_1:1233,skill_2:0,skill_3:0,team_buff:759
-,120,kb
3460,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:916,force_strike:121,skill_1:1587,skill_2:0,skill_3:0,team_buff:835
3080,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:783,force_strike:103,skill_1:1357,skill_2:0,skill_3:0,team_buff:835
-,120,rd
3482,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:870,force_strike:99,skill_1:1822,skill_2:0,skill_3:0,team_buff:690
3085,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:746,force_strike:85,skill_1:1563,skill_2:0,skill_3:0,team_buff:690
-,120,krd
3830,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:957,force_strike:109,skill_1:2004,skill_2:0,skill_3:0,team_buff:759
3394,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:821,force_strike:94,skill_1:1719,skill_2:0,skill_3:0,team_buff:759
-,120,rb
3423,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:833,force_strike:110,skill_1:1659,skill_2:0,skill_3:0,team_buff:820
3045,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:712,force_strike:94,skill_1:1418,skill_2:0,skill_3:0,team_buff:820
-,120,krb
3765,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:916,force_strike:121,skill_1:1825,skill_2:0,skill_3:0,team_buff:902
3350,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:783,force_strike:103,skill_1:1560,skill_2:0,skill_3:0,team_buff:902
-,120,db
3355,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:887,force_strike:117,skill_1:1537,skill_2:0,skill_3:0,team_buff:812
2994,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:761,force_strike:100,skill_1:1319,skill_2:0,skill_3:0,team_buff:812
-,120,kdb
3690,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:976,force_strike:129,skill_1:1691,skill_2:0,skill_3:0,team_buff:893
3293,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:837,force_strike:110,skill_1:1450,skill_2:0,skill_3:0,team_buff:893
-,120,rdb
3650,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:887,force_strike:117,skill_1:1768,skill_2:0,skill_3:0,team_buff:877
3256,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:761,force_strike:100,skill_1:1516,skill_2:0,skill_3:0,team_buff:877
-,120,krdb
4015,Xainfried,5星,水,枪,2264,[RR+CE][Siren],<hp70>,use s1 only to cancel c5 of fs,attack:976,force_strike:129,skill_1:1944,skill_2:0,skill_3:0,team_buff:965
3582,_c_Xainfried,5星,水,枪,2264,[RR+CE][Siren],!<hp70>,use s1 only to cancel c5 of fs,attack:837,force_strike:110,skill_1:1668,skill_2:0,skill_3:0,team_buff:965
-,180,_
