-,sp,_
3756,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:676,force_strike:208,skill_1:963,skill_2:474,skill_3:0,team_buff:0,d_ss:37,d_atk:887,bleed:254,d_skl:253
-,sp,krb
4390,Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:790,force_strike:244,skill_1:1125,skill_2:554,skill_3:0,team_buff:0,d_ss:44,d_atk:1037,bleed:297,d_skl:296
4131,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:743,force_strike:229,skill_1:1059,skill_2:521,skill_3:0,team_buff:0,d_ss:41,d_atk:976,bleed:279,d_skl:279
-,sp,db
3953,Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:766,force_strike:236,skill_1:949,skill_2:467,skill_3:0,team_buff:0,d_ss:42,d_atk:995,bleed:248,d_skl:247
3720,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:721,force_strike:222,skill_1:893,skill_2:439,skill_3:0,team_buff:0,d_ss:40,d_atk:937,bleed:233,d_skl:232
-,sp,kdb
4348,Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:842,force_strike:260,skill_1:1044,skill_2:514,skill_3:0,team_buff:0,d_ss:46,d_atk:1095,bleed:273,d_skl:272
4093,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:793,force_strike:244,skill_1:982,skill_2:483,skill_3:0,team_buff:0,d_ss:44,d_atk:1030,bleed:256,d_skl:256
-,sp,rdb
4240,Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:766,force_strike:236,skill_1:1091,skill_2:537,skill_3:0,team_buff:0,d_ss:42,d_atk:995,bleed:285,d_skl:284
3990,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:721,force_strike:222,skill_1:1027,skill_2:505,skill_3:0,team_buff:0,d_ss:40,d_atk:937,bleed:268,d_skl:267
-,sp,krdb
4664,Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],<hp70>,,attack:842,force_strike:260,skill_1:1200,skill_2:591,skill_3:0,team_buff:0,d_ss:46,d_atk:1095,bleed:314,d_skl:313
4390,_c_Audric,4*,shadow,sword,2943,[The_Shining_Overlord+Beautiful_Nothingness][Marishiten],!<hp70>,,attack:793,force_strike:244,skill_1:1130,skill_2:556,skill_3:0,team_buff:0,d_ss:44,d_atk:1030,bleed:295,d_skl:294
